id,server,command,response_time
1708255073824629876,172.16.238.122,rdi,0.007517169999800899
1708255073904190114,172.16.238.122,rir,0.007228088999909232
1708255073982376682,172.16.238.122,rhr,0.0073079589999451855
1708255074060081208,172.16.238.123,rc,0.007337695999922289
1708255074137881899,172.16.238.123,rdi,0.007334665000144014
1708255074217218503,172.16.238.123,rir,0.007548652999957994
1708255074295968322,172.16.238.123,rhr,0.007297502000028544
1708255074373910583,172.16.238.124,rc,0.007961572000112938
1708255074453128465,172.16.238.124,rdi,0.007465511999953378
1708255074531236757,172.16.238.124,rir,0.007529448000013872
1708255074609478336,172.16.238.124,rhr,0.007966152999870246
1708255075770324154,172.16.238.122,rdi,0.007298397000113255
1708255075849969828,172.16.238.122,rir,0.007376496999995652
1708255075928062055,172.16.238.122,rhr,0.007538729000089006
1708255076006593948,172.16.238.123,rc,0.007781199999953969
1708255076084854321,172.16.238.123,rdi,0.008491428999832351
1708255076163716691,172.16.238.123,rir,0.007649494000133927
1708255076240989269,172.16.238.123,rhr,0.007950322999931814
1708255076318650214,172.16.238.124,rc,0.0074307459999545245
1708255076395190129,172.16.238.124,rdi,0.007812324000042281
1708255076472217305,172.16.238.124,rir,0.007686811999974452
1708255076549356088,172.16.238.124,rhr,0.007555086999900595
1708255077707991857,172.16.238.122,rdi,0.0072168009999131755
1708255077787207734,172.16.238.122,rir,0.007245394999927157
1708255077865983472,172.16.238.122,rhr,0.007194862999995166
1708255077944602188,172.16.238.123,rc,0.007424051000043619
1708255078022818393,172.16.238.123,rdi,0.007534163000173066
1708255078102003382,172.16.238.123,rir,0.00733087899993734
1708255078180953853,172.16.238.123,rhr,0.008419666000008874
1708255078260891112,172.16.238.124,rc,0.00823198200009756
1708255078343693016,172.16.238.124,rdi,0.008620676999953503
1708255078426335138,172.16.238.124,rir,0.009542295999835915
1708255078509323751,172.16.238.124,rhr,0.007721600000195394
1708255079669236327,172.16.238.122,rdi,0.007369460000063555
1708255079745887310,172.16.238.122,rir,0.008033710999825416
